essay,topic,source,leadership,initiative,growth,motivation,values
"Crtl. Del? My finger came to a halt at the delete button. I stared at the screen filled with sentences that recounted my failure and flaw. What if colleges read this and dislike me? Should I risk it? As an experienced committee member, I was elected as Vice President for our school's spring festival, Kermesse. After all the hard work and preparation, I was confident Kermesse would be a success. To my horror, I find out last minute that our school choir was chosen to represent San Francisco to participate in Chicago's Festival of Gold and I would not be able to attend Kermesse. My heart sank. Even though there wouldn't be a big impact if I didn't go to Chicago, I longed to travel with my team. For days, I debate back and forth as to whether I should leave for Chicago or not. ""What can go wrong during Kermesse? I already prepared everything,"" I thought. In the end, I chose Chicago. I informed my teacher and the president, ensured that all preparation work was done, and appointed another committee member to be my substitute on the day of Kermesse. I explained to her my job, and told her to call me immediately if anything happens. With that, I hopped on the plane, certain that Kermesse would run smoothly. Oh how wrong I was! After I got off the plane, I was shocked to see 10 missed call from my other board members. Frantically, I returned the call to hear them yelling at me, ""Where are you? We were looking for you! The water balloons of the water balloon game pops too easily!"" My defensive instinct immediately kicked in. I blamed my president for not informing the rest of the committee. However, I still explained the situation to her and promised to fix the mess. I called my substitute and gave her instructions. I asked her to raise the requirements of the game so that it will be harder to win, while another member runs to buy balloons that are thicker and harder to burst. During the whole day, I was on my phone, giving her instructions while touring around the city. My choir members were annoyed at me for always being on my phone. My committee members were mad at me. I was frustrated. That was when a sudden realization hit me. My selfish and irresponsible decision costed the happiness of 3 different groups of people. It wasn't the president's responsibility to tell other committee members. It was mine. Blaming him and making up excuses might lessen the anger towards me, but that does not mean I wasn't guilty. I felt as if a huge stone crushed my back, and guilt slowly suffocated me. I was too ashamed to talk about my decision, but I know I needed to confront my mistake. First thing after landing, I sincerely apologized to the team. I admitted it was my fault for not informing the whole team of my absence. I also apologized fervently to the president for blaming him. I also wrote a reflection with solutions on what to do if similar situation ever appears. I even proposed to resign my position as Vice President. However, my committee members were all very understanding and forgave me. This incident made me realize the importance of prioritizing my roles and responsibilities. I had chosen fun and leisure over responsibility. As we set foot on the battlefield of life, we have only our personal resources for defense. Responsibility and consequence both become a major factor in most of our decisions. Being a leader secures us great freedom, and power in this world, but with that power and freedom we must always assume responsibility for our actions. On the verge of college, I see how this has been true. I lifted my finger from the delete button and instead pressed save. I need to be responsible for my doings. In order to improve, the first step is to acknowledge my own mistake. Situations like this will always happen, but I will flash back to the failure and the victory embraced by this epiphany.",unknown,essayforum,5.0,5.0,5.0,5.0,5.0
"Essay question:- Your reasons for wanting to serve as a Peace Corps Volunteer; and- How these reasons are related to your past experiences and life goals.- How you expect to satisfy the Peace Corps 10 Core Expectations (please be specific about which expectations you expect to find most challenging and how you plan to overcome these challenges). Response: Paul SykesPeace Corps Application Essay Throughout my childhood, and into my adolescents, my family moved around; a lot. By the time I was a teenager, I 'd switched elementary school six times, attended three different middle schools, and lived in three different states. Each time I transferred schools, or crossed the country to call a new State my home, I was immersed into a new culture, and situations I could either reject, or embrace; I chose to embrace them. I was intrigued by unique differences in the way people live across our country. The fast-paced, vibe of Atlantic City, NJ and the relaxed, humble nature of Booneville, Mo., for example, were like two different worlds as a young boy. However, when observing culture and society, I noticed one contemplating, yet compelling trend, which I continue to study to this day - No matter how varied ideologies and social norms appear to be from one place to another, they are all part of Human culture, and therefore, must share some common values. Naturally, I became curious about the ideology and structure of cultures outside of my own experiences, and out of this curiosity sprouted an enthralling passion to learn more about the world in the context of culture and society. My fascination for sharing and comparing culture helped me fit in with my fellow class mates. Being the ""new kid"" wasn't a bad thing, and I found that keeping an open mind to different ways of thinking allowed me to make friends in all sorts of places. Furthermore, I found satisfaction in reaching out to the next, ""new kid""; introducing them to the friends I had made, and showing them that it could be fun to be in a new environment. It felt good to bring people together, it felt good to help, it felt good to do good. My mother introduced to the joy of public service at a young age whether it be volunteering at nursing homes as a boy scout, or raising money to build a new playground in town, the rewarding satisfaction of ""giving back"" was invaluable. My drive to give back to my community persisted through high school, and I am proud to say that I've successfully developed, and initiated projects in my community, which are still going strong. My combined passion for culture and public service sparked my interest in Peace Corps in high school. I knew that earning a college degree would be necessary to serve in the Peace Corps, and my ultimate goal for college became to graduate with a good GPA in anthropological and sociological studies, with enough volunteer experience to be considered for Peace Corps service. My interest in Peace Corps relates to my past life experiences because I have been demonstrating core values of the program since I was young. The completed success of past goals in my life has prepared me to use my intellectual skills, as tools for serving our international community; a goal which I have worked towards for so many years. I have many goals for my future, but none of them will feel complete until I complete my Peace Corps service. My respect for humanity, dedication to public service, determination to succeed in challenging situations, and the pride and commitment I have for my own country, will allow me to excel in creating and meeting common goals for the people in the community which I am placed. I do not underestimate the difficulty of challenges which will present themselves along the way. People don't always see eye-to-eye, living conditions can be difficult, and plans sometimes (usually) change. However, out of challenge emerges opportunity, and opportunity can lead to cultural progress, and social success. Therefore, when faced with a challenge, I will embrace it.",unknown,essayforum,5.0,5.0,5.0,5.0,5.0
"Encased in the thick air and dizzying summer heat of Washington DC, Tricia and I scoured the streets around the Capitol for the Hart building and an Aquafina vendor. Without a doubt, the two of us made an entertaining pair. Dysfunctional shoes had spotted our heels with so badly with blisters that we finally surrendered to the pain and liberated them, walking barefoot down Constitution Avenue in a disoriented search. Unable to decipher our electronic maps and late for our lecture on Islam and Al Qaeda, our youthful invincibility had suddenly been humbled to an overly dramatic quest for air-conditioning. Not wanting to miss the lecture I had been anticipating since signing up for Georgetown summer school, I dragged an impatient Tricia into several cafes and a souvenir shop in search of directions before she made the suggestion I had been trying to avoid. ""Let's sit for a while"" she said, and practically collapsed on the nearest bench next to a capitol custodian on his lunch break. Momentarily giving in, I sat down across from them. The custodian, clearly curious, seemed to be assessing the scene before him in between bites of a sandwich. I joked with him; ""It's better to get lost when it's cooler out"". He nodded, smirking at our foolish story as I explained that we had wasted our free hour on the unofficial two-block tour. ""We've missed the lecture by now,"" I said, noting the bitterness in my own voice. At that, he excitedly leaned forward in his seat and declared in a thick middle-eastern accent ""I have read the Koran, the Bible and the Torah"". An immigrant from Oman, the custodian worked during the day and took classes at a local community college in the evening. Having deeply studied three religions on his own, he explained the similarities between Islam and Christianity, contrasting interpretations of the Koran, and Jihad's role in the 911 attacks. I began to question, to connect the pieces of history, to finally understand the political missteps, to pursue all that he knew. He was patient and passionate, his gestures grand like a professor in lecture and expressions full of compassion. Through his fascination with the world of ideas, I too became fascinated. One might assume that to make a true impact on another several elements are required. It takes time to inspire people, one may say, you have to know them well. To inspire someone else, you must have done something extraordinary yourself. Under the shade of an oak tree on a humid summer day, I learned otherwise. Within an hour, I was inspired by an ordinary stranger who I never exchanged names with. He motivated me to search my surroundings for enlightenment in the most unconventional places. I began to speak to strangers on the metro during field trips, to wonder what perspective my taxi driver took on international affairs. More than anything, the custodian taught me that the world is made up of incredible people. Perhaps the most valuable knowledge is hidden in their stories.",unknown,essayforum,4.0,4.0,5.0,5.0,5.0
"PERSONAL STATEMENT Everyone wakes up in the morning hoping to achieve something in life. That 'something' is what keeps them going every day. For me, it is my strong desire to contribute to society. I believe the best way to do that is by helping them understand the earth's mechanism and how to maximise its potential to not just complement our lives but to make it better. My fascination for earth and wanting to contribute to society are the reasons why I decided to study geology. I discovered my love for earth science in the best way I can imagine. It all started when I decided to join the school's R&amp;D team as a result of my desire to create and innovate. We did a research about a portable water container that can increase the concentration of dissolved oxygen in drinking water. Throughout the research, I was able to fully implement the knowledge that I have gained in class. After the research, I was chosen by the ministry of education to represent my school and country for a knowledge exchange program to Melbourne. I got a chance to visit Phillip Island and witnessed the renowned Pyramid Rock. The dark-coloured, triangular-shaped rock can be seen from most of the beaches along the island's southern coast. What fascinates me most about the rock is its colour. It has a pink colour base made of granite and a dark grey basalt pyramid. This led me to read Tas Walker's Biblical Geology. I found out that the difference in colour is caused by unconformity and signifies a time gap between the granite being placed and the basalt lava flowing on top. It was a once in a lifetime experience that helped me discover what I am passionate about. Since then, I started to subscribe to some geology websites such as (I have to remove the web address) and followed Iain Stewart on Twitter to keep myself updated all the time. He is a Fellow of the Geological Society of London. The branch of geology that I am very interested in is energy and natural resources. The roles geologists play in this sector such as locating energy sources by using techniques such as seismic surveys and then extracting it using their skills in rock mechanics and tunneling to design an opencast, are vital for the development of a nation and it is parallel to my life goal which is to contribute to society. Geology is a rich and diverse subject that, while primarily a scientific subject, has a great room for creative thought. For my A levels, I decided to choose subjects that consist a perfect mix of creativity and technicality. Chemistry has granted me the ability to identify the elements that are found in minerals and how they gave different properties to different minerals. Next, lessons in physics taught me to adopt a more logical approach when dealing with problems. Lab sessions provided me with a medium to train my practical skills such as collecting and interpreting data. Also, insights in differential equations and graphs that I have gained in maths and further maths have allowed me to utilise the statistics produced by geological firms, enabling me to view it in a different perspective. Apart from studying, a chunk of my time is spent on the computer. I am the publicity director for my school's computer club. Thanks to that role, I was able to channel my artistic ability and work with people from different backgrounds. Also, my involvement in the R&amp;D program has taught me how to negotiate with people and how to accept criticisms positively. Realizing the value to be able to speak in many tongues led me to learn the Japanese language. I took the Japanese Proficiency Exam in my senior year and passed with a distinction. I am also a first team member of my school's cricket team which plays competitively annually. I am looking forward to fully expose myself to this exciting and rewarding field of study. I hope someday I will be able to unravel more wonders of the earth and ultimately be able to contribute back to society.",unknown,essayforum,4.0,5.0,4.0,5.0,5.0
"""For me, the most important reason why I want to study business is that I love to deal with numbers, to face changes, to overcome challenges and to predict the unpredictable things. Studying business provides me chances to keep up with the changing world. The second reason is that China has gone through a drastic economic development in the last thirty years, and I am very interested in the whole process. And one good way for me to understand it is to learn business. ...",unknown,essayforum,2.0,3.0,2.0,3.0,3.0
"My culture and environment have shaped the person I am today in every possible way. I spent my childhood in the Dominican Republic, an island just south of Puerto Rico and within swimming distance of Haiti. I moved to the Dominican Republic when I was three and moved back to the United States when I was thirteen. Living in a different country for most of my life forced me to become absorbed into its culture. In the Dominican Republic, there is a definite need to succeed. People who are driven are respected amongst their peers while those who are indolent face rejection. There is competition in everything that is done because being the best means absolutely everything. Some may view this negatively, but I would have to disagree. I think a little competition makes a person want to work harder in order to get what they truly desire. Traditional values are also held in high esteem. Family is placed above all else. Every Sunday, I would go to my grandma's house for a family reunion. We would all talk, eat, talk some more and eat even more. Everyone in the family knows exactly what's going on in each other's lives. There are no such thing as nursing homes because the elderly are respected and considered a valuable part of the family. Traditional roles are kept also in relationships since boys still open doors and pull out chairs for girls. I feel like these conventional roles are important since they seem to value the respect between people that seems to be slowly depreciating every day. Leaving the Dominican Republic was the hardest experience in my life. I left everything I knew and everything I loved. My first year in the United States was really tough. I no longer had a family to visit on Sundays, or friends to laugh with. I went into a deep state of depression. I cried myself to sleep every night and became extremely reserved. After a year in this condition, I finally realized that it was time to move forward and simply accept the circumstances. I decided to gather up the power within me to make new friends and truly immerse myself into my new surroundings. I came to realize that I absolutely loved Florida - the diversity, the myriad of activities, the friendly people and all of the academic opportunities. Living in the Dominican Republic is the most meaningful experience of my life because it has shaped the person I am. Even though I now live in the United States, I take the lessons I learned to heart. My school life taught me determination and traditional roles taught me respect for others. I feel that in order to succeed, a person needs these qualities - because together - they are a recipe for strength. My strength helped me go through my anxiety of leaving the place I had called home for so long and taught me about the inevitability of change. Going to college is a huge alteration in life, and with strength, I know I will be able to reach all of my goals.",unknown,essayforum,4.0,4.0,5.0,5.0,5.0
"A Sea Hawk Route to Success UNC Wilmington's campus and reputation became my reason for staying in costal North Carolina after my enlistment. Since I first came down here and visited UNCW campus and did my research, I knew this was goal. I found the campus provides cutting edge facilities along with a business school that is known for producing jobs and setting graduates up for success. The medium size campus will allow for close connections to develop while still being large enough to find diversity in students. I believe the Cameron School of Business will set me on my path to pursue a career in non-profit management, eventually working for or starting an organization that helps veterans. The transition out of the military and into college has been a challenging experience that has been eased by getting involved and asking for help. When I first arrived at CFCC the process of properly utilizing your benefits was a challenge and relying on the help of the VA to answer questions cost me a withdraw failure my first semester from waiting to long on a response. After that I was determined to learn more about my benefits and not be a victim to being uninformed again so I joined the newly started Student Veterans Association. We laid the groundwork and wrote the by laws which led to being elected vice president. Being apart of the SVA at CFCC introduced me to UNCW's V.E.T.S program and after hearing about some their functions, I am inspired and excited to be able to transfer from CFCC's SVA and get involved with V.E.T.S. The size and strength of V.E.T.S along with UNCW's commitment to veteran students has been unparalleled with other universities and made my choice easy and my excitement to become a Sea Hawk couldn't be stronger.",unknown,essayforum,5.0,5.0,4.0,5.0,5.0
"Change is hard. Studying in a school following the Philippine curriculum means you are considered a high school student at year seven and after year ten you graduate then headed to college. It is either I will go to the Philippines and head to college, or complete year eleven and twelve and have better education. I decided to choose the latter. Almost everyone chose to go to the Philippines and start college immediately after graduation. I chose to stay for a couple of reasons, first I wasn't sure what to take back then even though I passed an entrance exam in one of the most prestigious university in the Philippines. Second, even though I didn't know what to take in college, I wanted to be somebody in the future. I took the risk even though I might lose half of my everything, which is my friends I have known for twelve years; I need better education if I am aiming high. And I don't want to have a lifetime wondering about the answers of 'what ifs'. I went to an international school. It was my first time going to a new school, after twelve years of staying in my comfort zone I finally came out. First day was nerve-wracking but after a few months I got adjusted enough for me to stay. It was not easy at first and I had a few bumps along the way, people were not so welcoming and I got ill-treated a few times. Waking up early in the morning and putting a smile on my face was the hardest thing to do. I just did what I got to do-to study well and ignore the odds. It was obviously different from where I came from, where all there is are Filipinos, I learnt how to deal with different kinds of people varying from races to personalities. And compete with different minds, which made me strive more in class. This experience helped me a lot. It helped me grow as a person. I came to know I couldn't always please everyone. There are far more mean people out there and I have to brace myself in order to survive in the real world. I thought I was mature considering all the experiences I went through but those experiences were nothing compared to what I faced. This experience made me realize how blessed I am, it made me appreciate everything I have even more. Choosing to stay here did not only challenge me academically, it strengthened me mentally, spiritually, and my relationship with my family and friends. People who were not so welcoming at first came to actually like me. I met a few worthy friends. I might have lost some people along the way, people I taught would stay longer, but it's fine because it thought me to move on and look forward. Acceptance is the key to change. Change, the way I see it is inevitable this is why we just have to accept it. We need to overlook the downsides, embrace the good ones and make the most out of it. Sometimes we have to take risks to be better and have better. No one knows if we are going to succeed or not, that's why we are here to take the chance. open for suggestions, grammar check, title suggestions, anything that will improve my essay :)",unknown,essayforum,3.0,4.0,5.0,5.0,4.0
"Dear state senator,

Do you think that we should keep the Electoral College? We should keep the electoral college because the founding fathers established it in the constitution as a compromise between election of the president by a vote in congress and election of the president by a popular vote of qualified citizens. The Electoral College process consists of the selection of the electors, the meeting of the electors where they vote for the president and vice president, and the counting of the electoral votes by congress. Your state's entitled allotment of electors equals the number of members in its Congressional delegation: one for each member in the House of Representatives plus two for your Senators. The electors are generally chosen by the candidate's political party, but state laws vary on how the electors are selected and what their responsibilities are.

You help choose your state's electors when you vote for President because when you vote for your candidate you are actually voting for your candidate's electors. The Certificate of Ascertainment also declares the winning presidential candidate in your state ad shows which electors will represent your state at the meeting of the electors in December of the election year. Your state's Certificates of Ascentainments are sent to the Congress and the National Archives as part of the official records of the presidential election. Abolishing the electoral college! According to a Gallup poll in 2000, taken shortly after Al Gore,Richard Nixon,Jimmy Carter,Bob Dole,the U.S. Chamber of Commerce, and the AFL-CIO-thanks to the quirks of the electoral college-won the popular vote but lost the presidency, over 60 percent of voters would prefer a direct election to the kind we have now. Under the Electoral College system, voters vote not for the president, but for a slate of electors, who in turn elect the president.

The single best arguement against the Electoral College is what we might call the disaster factor. Consider that state legislatures are technically responsible for picking electors, and that those electors could always defy the will of the people. In the same vein, ""faithless"" electors have occasionally refused to vote for their party's candidate and cast a deciding vote for whomever they please. Perhaps most worrying is the prospect of a tie in the electoral vote. In that case, the election would be thrown to the House of Representatives, where state delegations vote on the president.

At the most basic level, the electoral college is unfair to voters. Because of the winner-take-all system in each state, candidates don't spend time in states they know they have no chance of winning, focusing only on the tight races in the ""swing"" states. It's official: The Electoral College is unfair,outdated, and irrational. The best arguements in favor of it are mostly assertions without much basis in reality. And the arguements against direct elections are spurious at best. It's hard to say this, but Bob Dole was right: Abolish the electoral college! The Electoral College is a widely regarded as an anachronism,a non-democratic method of selecting a president that ought to be [overruled] by declaring the candidate who receives the most popular vots the winner. There are five reasons for retaining the Electoral College. The first reason is certainty of outcome. The second reason is everyone's president. The third reason is swing states. The fourth reason is big states. And the last reason is to avoid run-off elections.

It can be argued that the Electoral College method of selecting the president may turn off potential voters for a candidate who has no hope of carrying their state. But of course no voter's vote swings a national election, and in spite of that, about one-half the eligible American population did vote in election. Voters in presidential elections are people who want to express a political preference rather than people who think that a single vote may decide an election [source 3: In defense of the Electoral College: five reasons to keep our dispised method of choosing president]. That is why we should keep the Electoral College.",Does the electoral college work?,asap,2.0,3.0,2.0,3.0,2.0
"When I read novels, Jane Eyre for example, I become curious about everything from the language, the plot to petty details like Jane's measurements. When I study literature, it makes me crave for religion, politics, psychology, etc. In other words, literature is like an elaborate teaser, one that entices the mind to be greedy. So, what place is there to feed my intellectual avarice better than a liberal arts college, and what college's curriculum is more generous than Hamilton's? I say ""None"", and I want my stellar buffet whose cooks are among the best of the country. Nevertheless if one grasps all, one loses all. So, among the various courses I could choose, I choose English as the main one; and among the various exciting experiences are there, I choose Hamilton's to desire. This run of logic mirrors my way of life: passion first. Hamilton emphasizes English and writing with utmost dedication; my spirit senses its call and it follows. Such was the story of my decision, yet there is more, there is the story of hope. I sometimes imagine what would become of me if I was accepted. Would I fit in and repay Hamilton faithfully? My musing soon reminds me the relationship between old Alexander and America. Had it not been for his brilliant scheme, America would not have stabilized and thrived. Likewise, if America was not the right nation, Hamilton's plan might never work. I believe I am right for Hamilton; I believe and I write: I say Hamilton is to melike old Alexander to AmericaThat weak and loose now I beFour years and mind shall sharperFour years and eyes shall clearerFour years and sense shall keenerFour years and all shall alterlike old Alexander to AmericaI say Hamilton is to me",unknown,essayforum,3.0,3.0,3.0,4.0,3.0
"It sounds insane to even suggest whether or not to impliment a new system of computers taht can identify the emotions of students in a classroom. However, this is not because of the idea of the software but the absurtidy of truly modifying the education system around each individual student at once. It is beyond beneficial to students to impliment this system, it is revolutionary. It may be the first time in all of history that education is able to acomidate every student in the class room and ensure their success. The Facial Action Coding System should be implimented into classrooms to read teh emotional expressions of students in order to ensure their greatest success and the furthur success of the school.

These computers do so much more than read what is on a students face. They are able to determine emotions that maybe the student is not aware of or denies. This can determine what the student really loves and are interested in. This could eliminate unwanted or unessisary classes that prove no benefit to the students future based on their interests. To be able to change the curriculum around every student is to maintain a steady growth of every person into what they truly want and deserve to me. If science is a field of much interest, it would be easily determined by small changes in facial movements. This could allow for students to identify fields to pursue, making it easier and more enjoyable in the classroom. To continue down a path of true passion is more beneficial to everyone in the situation. D'Alto refers to a simular idea, saying that ""if you smile when a Web ad appears on your screen, a similar ad might follow"" (D'Alto 6). Like advertisement, students would be able to follow a steady stream of interest, insuring the best and more satisifying education possible. By being able to elimnate certain subjects or topic that peak no interest, students would find themselves more involved and more passionate about the subject rather than simply turning away from all subjects due to the poor outcome or little interest in one. It is astounding that lack in interest in one subject can turn a student away from school. The Facial Action Coding System would not only help students with their interests, but keep them from turning their backs on school completely.

Although the students are mainly in charge of their education, teaching style is also a large portion of how a student learns or does not. If a student is bored, confused, or uninterested, it could be how they are being taught. How one person learns is not universal. However, ""the facial expressions for each emotion are universal"" (D'Alto 4). If students were able to be placed with teachers who would acomodate them the best based on learning styles in cohesion with teaching styles based on the science behind their facial expressions, grades would be higher and students will have a higher sucess rate. It is not fair to blame a teacher for a students inablity to learn in their environment, however it is the responsiblity of the school to place a student in their space to learn. By being able to determine how a student reacts to certain moments in a class or activities, schools would be able to change their curriculum and place students with teachers who would most benefit. This technology would produce better outcomes for schools, creating a new system of aulmni that are more likely to succeed in their field and therefore more thankful and loving towards their previous school. To blame the student or the teacher for the lack of communication is unfair since ""most human communication is nonverbal, including emotional communication"" (D'Alto 6). To give students and teachers the opportunity to truly open up new possiblities of communication through technology is revolutionary because of the better relationships that would form if all involved are on the same page.

Many may argue that this technology takes away the part of humanity that is working with others who disagree. However, if humanity was able to perfect a system so that everyone was happier, would anyone truly disagree? Once out of school, if students were able to immediatly pursue a career in their interest and work with people who share this, they are again being placed in an environment best suited for them. This technology could not only eliminate unessisary classes or subjects but stress. If everyone was in pursuit of their passions, living their best lives, would anyone feel the need to aggresively brual or disaggree? This technology may not completely eradicate disaggrences, but it may eliminate unessisary arguments or issues. The Facial Action Coding System enables students to live and learn to their full potential while also benefitting teachers and schools. By enabling students to take charge of their education, success rates will reach unthinkable numbers.",Facial action coding system,asap,2.0,3.0,2.0,3.0,2.0
"Heres my statement, tell me what u guys think? As a student I have always kept a proper balance between my social and academic life.I have always been an outgoing person,sharing my experiences with people from all walks of life,going new places and meeting new people,learning different cultures and exchanging ideas.Cricket and football has been my favorite sports since childhood.Presently my interests include the sport of bodybuilding. My aim is to become a Cardiovascular surgeon.I have learned from my childhood experiences that one has to work hard in order to become a good Doctor.With these goals in my mind,taking the medical field was an appropriate choice.From my first grade till my matriculation I topped my school and was also in the list of top 30 students of my college and now have the same kind of positive mentality for my university life. My ultimate goal in life is to become a good doctor.Charity begins at home so I want to help the poor and NEEDY people of my country first.It would be a great opportunity to further polish and refine my skills,as the volume of good doctors in my appointed field is scarce in Pakistan.Later in life,my dream is to establish a hospital and facilitate people on a larger scale. As it is said that the United States of America is the land of opportunities,so it would be a great chance for me to avail it. Secondly,America has one of the world's finest and prestigious universities,therefore,this program would further contribute to my resume and help me to have a more practical and on hand experience.",unknown,essayforum,3.0,3.0,3.0,4.0,4.0
"NASA thinks that it was made by the planet being made because aliens do not exist. You can not just guess at how it was made. This is why NASA thinks you are wrong. Aliens could not have made this because they do not exist, it would take a long time to make anything that scale, and it would take them years to make.

Aliens could not have made the face becasue they do not exist. This is why NASA thinks this. Aliens would have to have good construction and excavtion equipment. As you would say, they don't need that stuff they just built it. However, there is no physicaly possible way that they could have made it without the equipment. In order to build they would need this equipment. All together aliens could not have made this because they are not capable and do not exist.

Aliens could not have made the face because it would take a long time to make anything that scale. Here is why they could not have done it. They don't have the capablities to make anything like the face on Mars. The people that think otherwise would say that it isn't a natural land form. However, NASA scientist where comparing it to other natural landforms. That is why NASA thinks that it is impossible for the aliens to make anything to that scale.

Aliens could not have made the face becasue it would take to long. Here is why NASA is proving facts. This is not possible in any shape, way, or form because it would take over 300 years to do so. You would say that the aliens just bulit it as we bulid buliding today. But, they would have to have constrcution workers working every single day for this to happen and that is why NASA says it is impossible. Together that is why I do not think is is possible.

In conclusion, aliens do not exist, do not have cababilatlies to make anything to that scale, and it would take to long that is why aliens could not have made this face. People get their hopes up about things to easily that is why NASA does not think any of this is even near possible. It would be better if NASA told evryone the full truth.",The Face on Mars,asap,1.0,1.0,1.0,2.0,1.0
"A time in the future where no one buys cars because they don't need them is a contradicition waiting to occur. As people believe that driverless cars would change the world for the good, I believe that it would bring more damage. If we can't control the damage on the roads now, what makes companies think that we can control the roads or cars to become smarter? By creating automatic cars we are causing humans to lack any skills and adding even more laziness to the population of people.

The required age for a teenager to get his/her permit is fifteen and a half if they take drivers educaiton, making them capable of getting their license at sixteen. If we make driverless cars we are telling young teens that they don thave to make an effort to work for what they want. The ability to drive is a privel age not a given. Would any parent want to send their child out into a world of driving with no experince and let them go anywehre they want? The answer should be no, the parent wouldn't have the knowledge of what exactly a driverless car is capable of, why would the teen? This leads to responsibility.

Responsibilty means that one is trustworthy enough to know what they are doing. Driverless cars are an advantage to many people in the wrong way, we want to prevent the amount of crashes that occur with drunk or reckless dirvers. Are they really even being punished? In today's world drunk driver's are being easily spotted, this is not only saving the lives og others but the driver as well. With driverless cars we are telling these people that it is okay for them to drink and ""drive"" without actually driving. We aren't taking into consideration that they still need to be aware if they have to take over the car or not.

In my personal opinion driverless cars are not a good idea because they could shut down at any minute and could malfunction. They wouldn't bring anything more than the damage we have now, which is why we should stick to manual driving.",Driverless cars,asap,2.0,2.0,2.0,3.0,2.0
"Why would you want to explore the hottest planet in our solar system?! Well the author of ""The Challenge of Exploring Venus,"" trys to explain why people would want to do such a thing!

In ""The Challenge of Exploring Venus,"" the author explains that venus is one of the hottest planets in our solar system and that humans want to explore it?! He mentions that that Venus is earths old twin. Keep in mind humans have never set foot on Venus or even taken a shuttle there, the only thing that has ever come close to Venus is a Shuttle with no one in it.

Old twins? The author states,""Often referred to as Earth's ""twin,"" Venus is the closest planet to Earth in terms of density and size"". Later in the article he mentions how people suspect that Venus used to just like Earth,""The planet has a surface of rocky sediment and includes familiar features such as valleys, mountains, and craters"".

The author mentions how scientist are trying to come up with ways to explore Venus seeing how its to hot for humans to get close to the ground. One way scientist have come up with ways to explore Venus is having humans go in a shuttle and stay up in the sky where its about 600 degrees colder and use light to try and shine through Venus's atmosphere and getting a view of it from way up in the sky but still not being able to set foot on it to collect samples.

Would you still be interested in exploring such a hot and somewhat useless planet?! The author really goes in depth about the ways we could explore Venus and how Venus is different and simular to earth but never disscusses how much exploring Venus would be.",Exploring Venus,asap,1.0,1.0,1.0,2.0,1.0
"My favorite word is ""Excellence"", which means the quality or state of being superior or outstanding. It derives from a Latin word ""excellentia"". At the first glance, the letter ""e"" appeared four times in near symmetry, and brings us a feeling of harmony. In addition, the two letters ""l"" is much taller than others. So this word reminds me of a Chinese idiom ""stand head and shoulders above others"", which means one is superior to all the others. Another reason why I love this word is that it looks quite stable. Some letters such as ""y"", ""g"", ""j"" reaches the bottom line and shows a seemingly falling tendency. The lack of such letters in this word makes it look stable. My passion for this word is also related to my personality. The harmony of symmetry it shows fits in well with my taste. I like balance such as that between learning and living. Only by keeping a good balance can we avoid unnecessary worries and raise efficiency. Of course, I also want to stand head and shoulders above others. This word is a friendly reminder to me to exert all my efforts. Meanwhile, its stability reminds me to take time and strive for my final goal.",unknown,essayforum,2.0,2.0,3.0,3.0,3.0
"Despite the conditions on Venus, the author suggests that studying Venus is a worthy persuit. He supprts his idea by showing the reader how important Venus's surface is. He also talks about why scientists are still curious about Venus and why Venus's history can be important geographically.

Long ago Venus was very earth like. Venus had a surface of rocky sediment and included familiar features like valleys and mountains. The planet was also largely covered with oceans. in hopes of venus returning like its older self, scientists are looking into a way to explore the planet, but with its challenging conditions scientists are looking into more options rather than sending humans which could be disasterous and wouldnt be very safe in those unimaginable conditions. The author goes in depth as to way scientists are trying to find an alternative to sending humans. With ther conditions of Venus its dificult for scientists to find a sollution. Althougth these obstacle, the author pushes the idea to continue the research on venus.

In conclusion the author uses good sources to back up his idea on why scientists should continue their work with venus.",Exploring Venus,asap,1.0,1.0,1.0,2.0,1.0
